date;VVD;VVD.low;VVD.high;PVV;PVV.low;PVV.high;CDA;CDA.low;CDA.high;D66;D66.low;D66.high;GL;GL.low;GL.high;SP;SP.low;SP.high;PvdA;PvdA.low;PvdA.high;CU;CU.low;CU.high;PvdD;PvdD.low;PvdD.high;50PLUS;50PLUS.low;50PLUS.high;SGP;SGP.low;SGP.high;Denk;Denk.low;Denk.high;FvD;FvD.low;FvD.high;PvdT;PvdT.low;PvdT.high
2017-03-15;0,213;0,213;0,213;0,131;0,131;0,131;0,124;0,124;0,124;0,122;0,122;0,122;0,091;0,091;0,091;0,091;0,091;0,091;0,057;0,057;0,057;0,034;0,034;0,034;0,032;0,032;0,032;0,031;0,031;0,031;0,021;0,021;0,021;0,021;0,021;0,021;0,018;0,018;0,018;0;0;0
2017-03-16;0,212825454;0,208688239;0,216707228;0,131353699;0,128205479;0,134546292;0,123858214;0,121998125;0,125765166;0,122326985;0,120244127;0,124454868;0,091382035;0,089755805;0,093068513;0,090856439;0,088901385;0,092834255;0,056653225;0,054833861;0,058477689;0,034105099;0,033301335;0,034917976;0,032035499;0,031393105;0,03262841;0,030902256;0,028693553;0,033107615;0,021019113;0,020756446;0,021318705;0,020907087;0,019878092;0,021883693;0,018103183;0,014237128;0,021855983;0;0;0
2017-03-17;0,212701391;0,207301734;0,218083321;0,131744756;0,127323152;0,136235488;0,123708425;0,121053938;0,126391528;0,122652332;0,119822776;0,125696256;0,091720063;0,089552833;0,093952738;0,090719988;0,088091392;0,093491481;0,056315301;0,053770633;0,058828981;0,034238103;0,03310135;0,035415734;0,032062243;0,031222974;0,032921485;0,030847357;0,027922205;0,033973057;0,021045927;0,02067245;0,021500983;0,020821752;0,019348117;0,022248909;0,018269258;0,013055452;0,023211189;0;0;0
2017-03-18;0,212545547;0,20614049;0,219033568;0,132064953;0,126785004;0,137559379;0,123560353;0,120473534;0,126680753;0,123008031;0,119541252;0,126569422;0,092076019;0,08952412;0,09465762;0,090612602;0,08764059;0,093835159;0,055960151;0,052987737;0,059043549;0,034367592;0,033016525;0,035719687;0,032097671;0,031114533;0,033112404;0,030703932;0,027219485;0,034247442;0,021065458;0,020633729;0,021614695;0,02073786;0,019071308;0,022403206;0,018335851;0,012102989;0,02419885;0;0;0
2017-03-19;0,212413111;0,205183527;0,21953408;0,132368959;0,126674668;0,138431397;0,123428645;0,120044252;0,127011895;0,123356709;0,119344978;0,127408915;0,092457108;0,089541603;0,095322785;0,090491468;0,086976303;0,094133935;0,055629668;0,052285731;0,059148501;0,034487577;0,033014315;0,036160782;0,032135538;0,030922509;0,033312095;0,030520895;0,026658564;0,034372657;0,02108781;0,020595916;0,021739905;0,020655669;0,018691917;0,022569898;0,018458129;0,011942695;0,02505297;0;0;0
2017-03-20;0,212169057;0,204566699;0,21976226;0,132734378;0,126578296;0,139232725;0,12327947;0,119531619;0,127108376;0,123663754;0,119379663;0,128084741;0,092798337;0,089729289;0,095965494;0,090369418;0,086430123;0,094286352;0,05528835;0,051485086;0,058897427;0,034600911;0,032975895;0,036356754;0,032163542;0,030858928;0,033494314;0,030375835;0,026191678;0,03459073;0,02111439;0,020596898;0,02184057;0,020553721;0,018454684;0,022618176;0,018492119;0,01172068;0,025337886;0;0;0
2017-03-21;0,212003841;0,20420914;0,219919238;0,1330763;0,126640791;0,139709217;0,12315066;0,119196411;0,127186958;0,124013404;0,119525747;0,128742604;0,093137308;0,089976406;0,096540079;0,090226079;0,086086975;0,09424757;0,054938205;0,050989745;0,058676076;0,034738163;0,03310445;0,03667039;0,032197931;0,030815548;0,033652344;0,030235449;0,025863622;0,034708762;0,021136041;0,020589531;0,021924077;0,020472205;0,018210144;0,022720687;0,018667098;0,011445646;0,025644234;0;0;0
2017-03-22;0,211823928;0,203668976;0,220031093;0,133378758;0,12687015;0,139822617;0,123029332;0,118684738;0,127374634;0,124320858;0,119629255;0,129048119;0,093486755;0,090131436;0,097067016;0,090089172;0,085862748;0,094441892;0,054553805;0,050409056;0,058506269;0,034860388;0,033086547;0,036866499;0,032232372;0,030763523;0,033739292;0,030111283;0,02560887;0,034630621;0,021159308;0,020529553;0,022035131;0,020379178;0,017924573;0,022792523;0,018768259;0,011717662;0,025511592;0;0;0
2017-03-23;0,211645409;0,203509835;0,219856974;0,133780172;0,126885485;0,140536067;0,122868368;0,118451966;0,127323073;0,124582933;0,119905727;0,12958398;0,093830295;0,090542066;0,097583846;0,089969481;0,085427614;0,094279017;0,054187509;0,049853637;0,058283206;0,034965895;0,033099146;0,037098768;0,032271062;0,030710686;0,033855527;0,030008762;0,025578897;0,034468774;0,021178871;0,020542998;0,022104695;0,020268977;0,017741007;0,022695199;0,01886563;0,011982351;0,025297769;0;0;0
2017-03-24;0,211366968;0,202915329;0,219431332;0,134182217;0,127479189;0,141262519;0,122732416;0,118169996;0,12742545;0,12489483;0,120126796;0,129805636;0,094199273;0,090727445;0,098095589;0,089864603;0,085281722;0,094355856;0,053816363;0,049424167;0,057856014;0,035095009;0,03306112;0,037131421;0,032315351;0,0306916;0,03400868;0,029887971;0,025355678;0,034279913;0,02120421;0,020529383;0,02223815;0,02018257;0,01757908;0,022615482;0,018953867;0,012523002;0,025057842;0;0;0
